,LoanStatus,Source,ModifiedCreditScore,ModifiedBankruptcyScore,EmploymentStatus,EmployedMonths,TotalMonthlyIncome,PrimeMonthlyLiability,PrimeMonthlyRent,TotalMonthlyDebtBeforeLoan,VehicleYear,VehicleMake,VehicleMileage,isNewVehicle,TotalVehicleValue,AmountRequested,DownPayment,Loanterm,OccupancyStatus,OccupancyDuration,EstimatedMonthlyPayment,NumberOfOpenRevolvingAccounts,LTV,RequestType,DTI,MemberIndicator,CoApplicantIndicator
6219,Approved,LENDER,767,405,Employed,5,3159.0,518.75,300.0,1118.75,6,HONDA,56000.0,N,12925.0,11520.0,0.0,60.0,RENT,5,225.31,10.0,0.8912,REFINANCE,0.35415,Y,Y
6220,Approved,GATEWAY,660,275,Employed,84,8000.0,2139.0,355.0,2494.0,2,FORD,22.0,Y,28995.0,40594.0,1000.0,72.0,RENT,30,573.45,12.0,1.4,INDIRECT,0.31175,N,Y
6221,Declined,GATEWAY,680,408,Employed,2,2200.0,35.0,0.0,35.0,8,CHEVROLET,44422.0,N,18200.0,18294.0,1000.0,72.0,LIVEWITHPARENTS,12,254.09,2.0,1.0051,INDIRECT,0.01591,N,N
6222,Declined,GATEWAY,641,298,Others,144,2250.0,382.0,0.0,382.0,1,HONDA,10.0,Y,20530.0,21649.0,0.0,72.0,LIVEWITHPARENTS,192,300.69,0.0,1.0545,INDIRECT,0.16978,N,N
6223,Declined,GATEWAY,635,231,Employed,9,4333.33,908.0,0.0,908.0,3,NISSAN,7.0,Y,29815.0,35888.0,0.0,75.0,BUYING,9,589.23,2.0,1.2036,INDIRECT,0.20954,N,N
6224,Approved,GATEWAY,830,311,Employed,72,6500.0,2116.6,0.0,2116.6,3,CHRYSLER,20.0,Y,43545.0,28966.0,1000.0,60.0,BUYING,27,513.16,8.0,0.6651,INDIRECT,0.32563,N,N
6225,Approved,GATEWAY,698,461,Employed,240,2750.0,998.0,0.0,998.0,2,TOYOTA,56.0,Y,26225.0,24489.0,1000.0,75.0,OWN,240,374.15,1.0,0.9338,INDIRECT,0.36291,N,N
6226,Declined,LENDER,642,270,Employed,24,3400.0,806.0,300.0,1106.0,8,HONDA,49767.0,N,19650.0,21000.0,0.0,60.0,OTHER,48,418.36,0.0,1.0687,REFINANCE-PROMO,0.32529,Y,N
6227,Declined,GATEWAY,679,325,Employed,14,24000.0,423.0,600.0,1023.0,3,DODGE,15.0,Y,44280.0,34030.0,15500.0,84.0,RENT,27,469.07,2.0,0.7685,INDIRECT,0.04263,N,N
6228,Declined,LENDER,646,209,Employed,47,3250.0,1334.0,300.0,1634.0,5,HONDA,28300.0,N,20325.0,16000.0,0.0,72.0,LIVEWITHPARENTS,36,294.36,3.0,0.7872,REFINANCE-PROMO,0.50277,Y,N
6229,Approved,LENDER,802,398,Employed,176,4746.08,1342.0,0.0,1342.0,3,TOYOTA,35347.0,N,16400.0,15235.06,0.0,75.0,BUYING,168,252.74,11.0,0.9289,DEALER PURCHASE,0.28276,Y,Y
6230,Declined,GATEWAY,616,341,Employed,24,3573.0,692.0,300.0,1292.0,7,HYUNDAI,51385.0,N,9800.0,8364.0,2000.0,72.0,OTHER,40,152.45,7.0,0.8534,INDIRECT,0.3616,N,Y
6231,Declined,GATEWAY,610,288,Employed,24,4000.0,125.66,599.0,724.66,2,DODGE,614.0,N,22800.0,26826.0,0.0,72.0,RENT,66,372.59,0.0,1.1765,INDIRECT,0.18117,N,N
6232,Approved,GATEWAY,677,290,Others,52,4500.0,961.0,300.0,1261.0,2,CHEVROLET,18.0,Y,46125.0,30544.0,5000.0,60.0,OTHER,280,561.3,13.0,0.6622,INDIRECT,0.28022,N,N
6233,Declined,GATEWAY,540,274,Employed,9,2317.0,69.0,550.0,619.0,2,NISSAN,4.0,Y,19815.0,20704.0,800.0,72.0,RENT,120,287.56,0.0,1.0448,CAR SALE,0.26716,N,N
6234,Approved,GATEWAY,653,197,Employed,24,5500.0,1093.45,400.0,1893.45,3,HYUNDAI,14.0,Y,20905.0,25439.0,0.0,75.0,RENT,24,426.71,12.0,1.2168,INDIRECT,0.34426,Y,Y
6235,Declined,LENDER,508,285,Employed,7,1473.33,66.0,766.0,832.0,4,UNDECIDED,0.0,Y,20902.6956131264,12700.0,0.0,75.0,RENT,18,269.05,0.0,0.9986677530706455,DEALER PURCHASE,0.56471,Y,N
6236,Approved,GATEWAY,686,392,Employed,6,2166.67,469.0,300.0,769.0,4,HYUNDAI,32333.0,N,12750.0,13517.0,0.0,63.0,LIVEWITHPARENTS,180,253.77,1.0,1.0601,INDIRECT,0.35492,N,N
6237,Declined,GATEWAY,623,194,Employed,2,2000.0,690.63,0.0,690.63,7,INFINITI,20760.0,N,21100.0,22333.0,1000.0,75.0,LIVEWITHPARENTS,2,371.72,3.0,1.0584,INDIRECT,0.34532,N,N
6238,Declined,GATEWAY,546,221,Employed,84,2800.0,109.0,400.0,509.0,4,TOYOTA,10.0,Y,19064.0,18301.0,0.0,72.0,RENT,13,254.19,1.0,0.9599,INDIRECT,0.18179,N,N
6239,Declined,GATEWAY,611,205,Employed,24,4583.33,244.0,300.0,544.0,5,NISSAN,6.0,Y,32325.0,37113.0,2000.0,75.0,LIVEWITHPARENTS,120,801.63,1.0,1.1481,CAR SALE,0.11869,N,N
6240,Approved,LENDER,633,320,Employed,18,4062.5,513.0,800.0,1313.0,0,UNDECIDED,0.0,N,20902.6956131264,11000.0,0.0,66.0,RENT,18,213.82,5.0,0.9986677530706455,DEALER PURCHASE,0.3232,Y,N
6241,Declined,GATEWAY,677,329,Employed,20,1700.0,75.0,300.0,375.0,7,KIA,60179.0,N,11600.0,10880.0,1000.0,60.0,RENT,6,199.42,2.0,0.9379,INDIRECT,0.22059,N,N
6242,Approved,GATEWAY,668,140,Retired,0,4600.0,1027.0,300.0,1327.0,2,BUICK,3125.0,Y,25685.0,22445.0,3438.0,75.0,OTHER,38,377.41,19.0,0.8738,INDIRECT,0.28848,N,N
6243,Approved,GATEWAY,745,355,Employed,1,2380.0,326.0,300.0,626.0,2,NISSAN,10.0,Y,17290.0,21452.0,2400.0,75.0,LIVEWITHPARENTS,12,298.22,2.0,1.2407,CAR SALE,0.26303,N,N
6244,Approved,LENDER,699,271,Employed,182,5300.0,1534.0,0.0,1534.0,9,LEXUS,74000.0,N,24650.0,23500.0,0.0,48.0,BUYING,50,552.43,5.0,0.9533,DEALER PURCHASE,0.28943,Y,N
6245,Approved,GATEWAY,763,410,Employed,96,3416.67,132.0,520.0,652.0,2,CHEVROLET,50.0,Y,26395.0,22094.0,2000.0,72.0,RENT,24,342.2,5.0,0.837,INDIRECT,0.19083,N,N
6246,Declined,GATEWAY,0,318,Employed,11,3325.0,0.0,320.0,320.0,2,KIA,11.0,Y,18770.0,23158.0,0.0,72.0,LIVEWITHPARENTS,61,321.64,0.0,1.2337,INDIRECT,0.09624,N,N
6247,Approved,CONSUMER,707,293,Employed,28,6050.0,1586.0,0.0,1586.0,6,HYUNDAI,8500.0,N,15400.0,11500.0,500.0,48.0,BUYING,5,275.86,1.0,0.7467,PRIVATE PARTY,0.26215,Y,Y
6248,Declined,GATEWAY,665,171,Employed,12,4300.0,1163.0,300.0,1463.0,1,SUBARU,15.0,Y,28637.0,32737.0,0.0,75.0,LIVEWITHPARENTS,24,615.33,9.0,1.1431,INDIRECT,0.34023,N,N
6249,Declined,GATEWAY,616,160,Retired,0,4549.0,2055.0,0.0,2055.0,3,NISSAN,5.0,Y,27475.0,30568.0,0.0,72.0,BUYING,192,424.56,6.0,1.1125,INDIRECT,0.45175,N,N
6250,Declined,GATEWAY,703,244,Employed,36,4562.0,710.0,300.0,1010.0,2,DODGE,11124.0,N,20375.0,31812.0,0.0,75.0,LIVEWITHPARENTS,54,382.11,4.0,1.5613,INDIRECT,0.22139,N,N
6251,Declined,GATEWAY,591,371,Employed,6,2029.0,64.87,0.0,64.87,5,OTHERS,41302.0,N,14075.0,13776.0,1500.0,72.0,LIVEWITHPARENTS,12,316.5,0.0,0.9787,INDIRECT,0.03197,N,N
6252,Approved,GATEWAY,680,279,Employed,0,3730.67,270.0,0.0,945.0,3,HYUNDAI,23.0,Y,27165.0,32358.0,0.0,75.0,RENT,6,557.22,4.0,1.1911,CAR SALE,0.25331,N,Y
6253,Approved,GATEWAY,728,202,Employed,180,8500.0,1945.0,0.0,1945.0,5,GMC,44651.0,N,29300.0,30865.0,0.0,60.0,BUYING,120,554.8,12.0,1.0534,INDIRECT,0.22882,N,N
6254,Declined,CONSUMER,573,290,Employed,31,2348.67,254.62,500.0,754.62,0,UNDECIDED,0.0,Y,18000.0,16000.0,2000.0,60.0,RENT,8,266.67,1.0,0.8888,DEALER PURCHASE,0.3213,N,N
6255,Declined,GATEWAY,676,271,Employed,120,4500.0,1612.08,0.0,1612.08,5,JEEP,51011.0,N,20450.0,23666.0,0.0,75.0,OWN,240,375.57,6.0,1.1572,INDIRECT,0.35824,N,N
6256,Approved,GATEWAY,690,325,Employed,1,2997.0,883.0,0.0,883.0,6,HYUNDAI,72400.0,N,12175.0,13449.0,0.0,72.0,OTHER,6,275.43,0.0,1.1046,CAR SALE,0.29463,N,N
6257,Approved,GATEWAY,744,254,Employed,84,4500.0,1243.0,0.0,1243.0,2,NISSAN,12422.0,Y,26625.0,28570.0,1000.0,84.0,BUYING,12,434.49,6.0,1.073,CAR SALE,0.27622,N,N
6258,Approved,LENDER,602,285,Employed,180,3500.0,195.0,400.0,595.0,4,UNDECIDED,0.0,Y,20902.6956131264,9000.0,0.0,36.0,RENT,60,258.87,1.0,0.9986677530706455,REFINANCE,0.17,N,N
6259,Declined,GATEWAY,636,288,Employed,120,5606.0,677.0,1000.0,1677.0,2,KIA,15.0,Y,31985.0,26153.0,5000.0,72.0,RENT,42,450.33,3.0,0.8176,INDIRECT,0.29914,N,N
6260,Declined,GATEWAY,572,248,Employed,36,2500.0,0.0,600.0,600.0,10,FORD,88669.0,N,9499.0,6921.0,2500.0,48.0,RENT,60,167.84,0.0,0.7286,INDIRECT,0.24,N,N
6261,Declined,LENDER,566,320,Employed,36,2500.0,168.43,300.0,468.43,6,NISSAN,64000.0,N,14075.0,20029.58,0.0,75.0,LIVEWITHPARENTS,24,428.15,1.0,1.423,REFINANCE,0.18737,Y,N
6262,Approved,GATEWAY,776,337,Employed,114,7000.0,2498.79,0.0,2498.79,3,MITSUBISHI,7756.0,N,24500.0,24255.0,0.0,75.0,BUYING,81,366.62,2.0,0.99,INDIRECT,0.35697,N,Y
6263,Declined,GATEWAY,652,306,Employed,36,5916.66,314.0,825.0,1964.0,3,RAM,22119.0,N,36950.0,35750.0,1000.0,84.0,RENT,36,425.6,4.0,0.9675,INDIRECT,0.33194,N,Y
6264,Declined,LENDER,592,210,Employed,43,2348.0,808.05,0.0,808.05,0,UNDECIDED,0.0,Y,20902.6956131264,14000.0,0.0,81.0,BUYING,24,262.65,2.0,0.9986677530706455,DEALER PURCHASE,0.31509,Y,N
6265,Declined,GATEWAY,634,179,Employed,50,4000.0,1016.0,822.0,1838.0,4,VOLKSWAGEN,12.0,Y,26555.0,26699.0,500.0,72.0,RENT,132,443.44,14.0,1.0054,INDIRECT,0.4595,N,N
6266,Approved,GATEWAY,697,321,Others,240,3200.0,99.0,500.0,599.0,1,CHEVROLET,80.0,Y,22395.0,23560.0,0.0,75.0,RENT,36,357.1,1.0,1.052,INDIRECT,0.18719,N,N
6267,Declined,GATEWAY,640,85,Employed,6,9700.0,2925.77,0.0,2925.77,2,MERCEDES-BENZ,13145.0,N,30551.0,33100.0,0.0,72.0,BUYING,8,459.73,10.0,1.0834,INDIRECT,0.30163,N,N
6268,Declined,GATEWAY,610,185,Employed,25,2400.0,432.0,375.0,807.0,7,VOLKSWAGEN,67561.0,N,11100.0,12162.0,0.0,66.0,LIVEWITHPARENTS,37,238.85,3.0,1.0956,INDIRECT,0.33625,N,N
6269,Approved,LENDER,663,369,Employed,3,1733.33,26.0,300.0,326.0,6,NISSAN,48097.0,N,12525.0,14594.0,0.0,69.0,RENT,12,251.09,3.0,1.1651,REFINANCE-PROMO,0.18808,N,N
6270,Declined,LENDER,642,275,Employed,163,3168.3,1301.16,0.0,1301.16,0,UNDECIDED,0.0,N,20902.6956131264,18000.0,0.0,66.0,BUYING,360,360.65,3.0,0.9986677530706455,DEALER PURCHASE,0.34325,Y,N
6271,Approved,LENDER,726,332,Employed,60,3012.53,564.0,0.0,564.0,5,FORD,69076.0,N,15125.0,15000.0,0.0,72.0,OWN,48,249.1,3.0,0.9917,DEALER PURCHASE,0.18722,N,N
6272,Declined,GATEWAY,631,294,Retired,120,2700.0,454.0,600.0,1054.0,3,CHEVROLET,33018.0,N,19275.0,17127.0,0.0,72.0,RENT,2,275.63,1.0,0.8885,INDIRECT,0.39037,N,N
6273,Declined,CONSUMER,740,444,Others,55,6500.0,10.0,825.0,835.0,3,RAM,0.0,N,40000.0,27000.0,13000.0,72.0,RENT,32,433.82,1.0,0.675,DEALER PURCHASE,0.12846,N,N
6274,Approved,GATEWAY,824,453,Retired,180,10916.67,325.0,0.0,325.0,3,GMC,29.0,Y,76660.0,29035.0,4000.0,60.0,OWN,504,507.27,6.0,0.3787,CAR SALE,0.02977,N,Y
6275,Approved,GATEWAY,634,154,Retired,60,3730.0,824.0,300.0,1124.0,5,CHEVROLET,34169.0,N,22600.0,25704.0,0.0,75.0,LIVEWITHPARENTS,48,446.19,15.0,1.1373,INDIRECT,0.30134,N,N
6276,Declined,GATEWAY,654,240,Employed,12,4500.0,1655.0,0.0,1655.0,6,HONDA,136926.0,N,10700.0,13085.0,0.0,72.0,LIVEWITHPARENTS,3,181.74,6.0,1.2228,INDIRECT,0.36778,N,N
6277,Declined,GATEWAY,573,211,Employed,60,5400.0,950.0,550.0,1500.0,5,TOYOTA,56095.0,N,14350.0,14362.0,1400.0,72.0,RENT,6,199.48,3.0,1.0008,INDIRECT,0.27778,N,N
6278,Approved,GATEWAY,836,389,Retired,60,5800.0,2349.0,0.0,2349.0,2,BUICK,50.0,Y,50940.0,39309.0,3000.0,72.0,BUYING,468,608.8,2.0,0.7716,INDIRECT,0.405,N,N
6279,Approved,GATEWAY,720,406,Employed,8,1733.33,20.0,300.0,320.0,8,HONDA,41400.0,N,13550.0,12151.0,2000.0,60.0,LIVEWITHPARENTS,84,221.23,1.0,0.8967,INDIRECT,0.18462,N,N
6280,Approved,LENDER,691,364,Employed,36,6050.67,1375.0,0.0,1375.0,6,HYUNDAI,28917.0,N,17650.0,15406.0,0.0,72.0,BUYING,180,248.22,2.0,0.8728,DEALER PURCHASE,0.22725,Y,Y
6281,Approved,LENDER,738,329,Others,47,7249.06,2356.77,0.0,2656.77,4,FORD,55872.0,N,18950.0,17000.0,0.0,66.0,BUYING,48,363.11,12.0,0.897,DEALER PURCHASE,0.3665,Y,Y
6282,Declined,GATEWAY,663,322,Employed,27,3400.0,218.77,450.0,668.77,4,CHRYSLER,34998.0,N,20850.0,20692.0,0.0,72.0,RENT,24,287.39,0.0,0.9924,INDIRECT,0.1967,N,N
6283,Declined,GATEWAY,770,422,Employed,6,3298.0,236.0,350.0,586.0,3,MAZDA,14425.0,N,20500.0,16765.0,1200.0,72.0,RENT,24,232.85,3.0,0.8178,INDIRECT,0.17768,N,N
6284,Approved,GATEWAY,727,213,Employed,14,2488.17,309.0,300.0,609.0,1,CHEVROLET,14.0,Y,22395.0,28589.0,500.0,75.0,LIVEWITHPARENTS,108,406.14,4.0,1.2765,INDIRECT,0.24476,N,N
6285,Declined,LENDER,668,255,Employed,102,8333.33,723.2,300.0,1023.2,10,ACURA,78000.0,N,19925.0,25300.0,0.0,60.0,RENT,36,438.3,5.0,1.2697,REFINANCE,0.12278,Y,N
6286,Approved,GATEWAY,654,270,Employed,264,3000.0,27.0,300.0,327.0,3,CHEVROLET,34809.0,N,25500.0,24620.0,0.0,75.0,LIVEWITHPARENTS,453,420.09,2.0,0.9654,INDIRECT,0.109,N,N
6287,Declined,GATEWAY,621,310,Employed,12,1500.0,399.0,300.0,699.0,14,OTHERS,92328.0,N,5125.0,3274.0,2000.0,36.0,RENT,36,90.95,0.0,0.6388,INDIRECT,0.466,N,N
6288,Approved,GATEWAY,809,387,Employed,168,5833.33,785.0,0.0,785.0,0,JEEP,20.0,Y,33910.0,38153.0,0.0,84.0,OWN,504,520.59,10.0,1.1251,INDIRECT,0.13457,N,N
6289,Approved,LENDER,679,268,Employed,180,4166.67,1196.0,0.0,1196.0,11,CHEVROLET,99343.0,N,8700.0,9906.08,0.0,60.0,BUYING,120,188.92,4.0,1.1386,REFINANCE,0.28704,N,N
6290,Declined,GATEWAY,713,277,Employed,57,3100.0,509.0,300.0,809.0,10,MERCEDES-BENZ,112932.0,N,8275.0,9957.0,700.0,72.0,LIVEWITHPARENTS,240,138.3,4.0,1.2032,INDIRECT,0.26097,N,N
6291,Declined,GATEWAY,634,223,Employed,24,2800.0,238.75,300.0,538.75,2,HYUNDAI,40522.0,N,11500.0,10509.0,500.0,72.0,LIVEWITHPARENTS,34,145.96,5.0,0.9138,INDIRECT,0.19241,N,N
6292,Approved,GATEWAY,678,285,Employed,84,2708.33,298.0,300.0,598.0,4,CHEVROLET,15711.0,N,20000.0,23412.0,0.0,75.0,LIVEWITHPARENTS,192,399.49,1.0,1.1706,INDIRECT,0.2208,N,N
6293,Declined,GATEWAY,691,251,Retired,0,3100.0,1690.0,0.0,1690.0,5,CHEVROLET,37014.0,N,17325.0,18547.0,0.0,75.0,BUYING,240,286.0,11.0,1.0705,INDIRECT,0.54516,N,N
6294,Approved,GATEWAY,758,339,Employed,36,4000.0,658.0,300.0,958.0,6,HYUNDAI,40155.0,N,16850.0,14644.0,4000.0,75.0,OTHER,3,216.59,3.0,0.869,INDIRECT,0.2395,N,N
6295,Declined,GATEWAY,662,258,Employed,156,9166.67,1040.0,500.0,1540.0,4,CHEVROLET,12.0,Y,48400.0,48085.0,0.0,72.0,RENT,60,667.85,5.0,0.9934,INDIRECT,0.168,N,Y
6296,Declined,GATEWAY,0,336,Employed,7,25000.0,0.0,1700.0,1700.0,3,JEEP,15.0,Y,25140.0,7160.0,20000.0,30.0,RENT,7,238.67,0.0,0.2848,INDIRECT,0.068,N,N
6297,Approved,LENDER,815,448,Employed,108,9900.0,1352.0,300.0,1652.0,7,CHEVROLET,31822.0,N,19925.0,15015.5,0.0,81.0,RENT,24,245.28,8.0,0.7536,PRIVATE PARTY,0.16244,N,Y
6298,Declined,GATEWAY,691,197,Employed,120,12000.0,1287.0,1850.0,3137.0,2,RAM,20664.0,N,31775.0,34925.0,0.0,72.0,RENT,36,485.07,2.0,1.0991,CAR SALE,0.26142,N,N
6299,Approved,GATEWAY,675,335,Others,2,4500.0,313.0,895.0,1208.0,3,HYUNDAI,5.0,Y,16890.0,20935.0,1000.0,75.0,RENT,4,357.06,8.0,1.2394,CAR SALE,0.26844,N,Y
6300,Approved,LENDER,823,339,Employed,336,14583.33,4175.0,0.0,4175.0,5,LEXUS,27000.0,N,32175.0,25000.0,0.0,84.0,BUYING,180,373.87,3.0,0.777,REFINANCE-PROMO,0.28629,Y,Y
6301,Approved,GATEWAY,812,432,Retired,132,4408.0,839.0,0.0,839.0,1,TOYOTA,14.0,Y,22000.0,22000.0,20572.0,72.0,OWN,132,340.72,3.0,1.0,INDIRECT,0.19034,N,Y
6302,Declined,GATEWAY,619,336,Employed,14,1866.67,61.0,300.0,361.0,5,NISSAN,4229.0,N,13825.0,14331.0,500.0,75.0,LIVEWITHPARENTS,12,255.86,3.0,1.0366,CAR SALE,0.19339,N,N
6303,Approved,GATEWAY,686,144,Employed,38,4833.33,1547.0,0.0,1547.0,2,CHEVROLET,76.0,Y,44065.0,42479.0,3000.0,75.0,OWN,144,645.05,8.0,0.964,INDIRECT,0.32007,N,N
6304,Declined,GATEWAY,635,282,Employed,48,4083.33,482.0,600.0,1082.0,8,BMW,46965.0,N,32525.0,34224.0,0.0,72.0,RENT,24,602.14,3.0,1.0522,INDIRECT,0.26498,N,N
6305,Declined,GATEWAY,617,315,Employed,108,7561.67,1214.0,0.0,1614.0,2,NISSAN,7.0,Y,23345.0,28416.0,2000.0,72.0,RENT,12,394.67,6.0,1.2172,INDIRECT,0.21344,N,Y
6306,Approved,GATEWAY,721,227,Employed,132,5238.0,1448.0,0.0,1448.0,5,JEEP,19740.0,N,36600.0,36581.0,0.0,60.0,BUYING,36,679.93,5.0,0.9994,INDIRECT,0.27644,N,N
6307,Declined,GATEWAY,0,341,Employed,12,1600.0,0.0,0.0,0.0,5,NISSAN,42123.0,N,12925.0,14049.0,0.0,66.0,LIVEWITHPARENTS,36,212.87,0.0,1.0869,INDIRECT,0.0,N,N
6308,Approved,GATEWAY,704,309,Others,81,4333.0,1084.0,0.0,1084.0,4,HYUNDAI,37803.0,N,15900.0,16999.0,0.0,72.0,OWN,24,286.92,8.0,1.0691,INDIRECT,0.25017,N,N
6309,Declined,LENDER,595,299,Employed,120,3033.33,25.0,430.0,455.0,2,NISSAN,4800.0,N,19315.0,19315.0,0.0,75.0,RENT,48,424.29,1.0,1.0,REFINANCE-PROMO,0.15,N,N
6310,Declined,GATEWAY,749,269,Employed,42,12000.0,3026.0,0.0,3026.0,2,RAM,47.0,Y,75605.0,78417.0,0.0,84.0,BUYING,38,1082.92,7.0,1.0371,INDIRECT,0.25217,N,N
6311,Approved,GATEWAY,662,342,Employed,4,2940.0,15.0,300.0,315.0,9,TOYOTA,48596.0,N,24750.0,21994.0,4000.0,66.0,LIVEWITHPARENTS,72,405.8,1.0,0.8886,INDIRECT,0.10714,N,N
6312,Approved,LENDER,810,396,Employed,48,2080.0,740.0,0.0,740.0,1,NISSAN,600.0,Y,19300.0,14644.22,0.0,66.0,BUYING,36,234.34,3.0,0.7587,REFINANCE,0.35577,N,N
6313,Declined,GATEWAY,634,141,Employed,240,10908.33,1360.0,300.0,1660.0,2,FORD,25.0,Y,46505.0,53875.0,4000.0,75.0,LIVEWITHPARENTS,36,862.68,10.0,1.1584,INDIRECT,0.15218,N,N
6314,Declined,GATEWAY,664,327,Employed,10,2429.58,364.55,300.0,664.55,5,CHEVROLET,47723.0,N,17600.0,19547.0,300.0,72.0,LIVEWITHPARENTS,36,338.87,1.0,1.1106,INDIRECT,0.27352,N,N
6315,Approved,LENDER,656,345,Employed,235,6431.41,720.0,0.0,720.0,4,TOYOTA,20000.0,N,18450.0,12500.0,0.0,48.0,BUYING,228,276.55,7.0,0.6775,REFINANCE-PROMO,0.11195,Y,Y
6316,Approved,GATEWAY,637,208,Employed,48,4545.0,1684.0,0.0,1684.0,6,FORD,32823.0,N,20325.0,22838.0,500.0,72.0,BUYING,3,447.84,9.0,1.1236,INDIRECT,0.37052,Y,N
6317,Approved,LENDER,753,339,Others,35,5433.0,173.0,1275.0,1448.0,4,UNDECIDED,0.0,Y,20902.6956131264,10000.0,0.0,48.0,RENT,42,226.52,1.0,0.9986677530706455,DEALER PURCHASE,0.26652,N,N
6318,Declined,GATEWAY,662,242,Employed,9,9000.0,1703.0,0.0,1703.0,9,MAZDA,70053.0,N,12025.0,11796.0,0.0,60.0,BUYING,4,196.6,3.0,0.9809,INDIRECT,0.18922,N,N
6319,Declined,GATEWAY,627,209,Employed,36,5600.0,541.0,300.0,841.0,2,RAM,15.0,Y,43590.0,47374.0,0.0,84.0,RENT,60,563.98,3.0,1.0868,INDIRECT,0.15018,N,N
6320,Declined,LENDER,540,154,Employed,24,1100.0,1021.58,0.0,1021.58,3,CHEVROLET,35064.0,N,16350.0,27848.88,0.0,75.0,LIVEWITHPARENTS,0,371.32,3.0,1.7032,REFINANCE,0.92871,N,N
6321,Approved,GATEWAY,838,349,Retired,180,9083.33,2510.0,0.0,2510.0,4,BUICK,45022.0,N,28150.0,32279.0,3000.0,72.0,OWN,360,501.43,11.0,1.1466,CAR SALE,0.27633,Y,Y
6322,Declined,GATEWAY,782,460,Employed,2,4000.0,32.0,600.0,632.0,5,HONDA,31219.0,N,13775.0,14868.0,1000.0,72.0,RENT,2,232.64,3.0,1.0793,INDIRECT,0.158,N,N
6323,Approved,GATEWAY,745,398,Employed,12,3500.0,159.0,300.0,459.0,4,MAZDA,26854.0,N,15225.0,8724.0,7000.0,60.0,LIVEWITHPARENTS,12,154.29,3.0,0.573,INDIRECT,0.13114,Y,N
6324,Declined,GATEWAY,629,189,Retired,204,3476.0,1255.0,915.0,2170.0,2,CHEVROLET,60.0,Y,48320.0,54299.0,1000.0,75.0,RENT,60,723.99,2.0,1.1237,INDIRECT,0.62428,N,N
6325,Declined,GATEWAY,454,188,Employed,12,2433.0,358.0,450.0,808.0,7,MITSUBISHI,35851.0,N,13250.0,17145.0,1500.0,72.0,RENT,48,360.19,3.0,1.2939,INDIRECT,0.3321,N,N
6326,Declined,GATEWAY,650,318,Others,67,4042.58,2207.46,500.0,2707.46,2,MITSUBISHI,13.0,Y,22280.0,16236.0,0.0,72.0,RENT,36,225.5,1.0,0.7287,INDIRECT,0.66974,N,N
6327,Declined,GATEWAY,684,226,Others,115,16666.67,689.0,0.0,689.0,12,NISSAN,113157.0,N,11175.0,10279.0,0.0,60.0,BUYING,40,171.32,9.0,0.9198,INDIRECT,0.04134,N,N
6328,Declined,LENDER,489,182,Employed,24,1733.33,55.0,400.0,455.0,0,UNDECIDED,0.0,Y,20902.6956131264,20000.0,0.0,66.0,RENT,72,328.31,3.0,0.9986677530706455,DEALER PURCHASE,0.2625,Y,N
6329,Declined,GATEWAY,658,134,Employed,228,6083.33,2178.0,0.0,2178.0,3,CHEVROLET,4722.0,Y,42210.0,46738.0,0.0,75.0,BUYING,264,727.38,21.0,1.1072,CAR SALE,0.35803,N,N
6330,Declined,LENDER,606,383,Others,120,3000.0,45.0,500.0,545.0,5,HONDA,13475.0,Y,27900.0,18000.0,0.0,72.0,RENT,72,545.86,2.0,0.6451,DEALER PURCHASE,0.18167,Y,N
6331,Approved,LENDER,805,395,Retired,540,4703.34,1044.92,0.0,1044.92,5,FORD,43000.0,N,30825.0,18272.74,0.0,48.0,OWN,420,402.8,6.0,0.5927,TITLE LOAN,0.22217,Y,Y
6332,Approved,GATEWAY,696,355,Employed,87,23300.0,5120.0,0.0,5745.0,2,NISSAN,6.0,Y,31525.0,40262.0,1500.0,84.0,RENT,1,573.11,16.0,1.2771,CAR SALE,0.24657,Y,Y
6333,Approved,GATEWAY,689,209,Employed,57,3500.0,150.0,300.0,450.0,4,FORD,42809.0,N,11850.0,13221.0,500.0,60.0,OTHER,225,256.23,6.0,1.1156,INDIRECT,0.12857,N,N
6334,Approved,GATEWAY,749,388,Employed,24,7300.0,781.0,1285.0,2066.0,4,FORD,26473.0,N,33575.0,30374.0,2000.0,75.0,RENT,24,459.2,12.0,0.9046,INDIRECT,0.28301,N,Y
6335,Declined,GATEWAY,581,318,Unemployed,0,3700.0,849.08,0.0,849.08,3,TOYOTA,5.0,Y,26391.0,26470.0,0.0,72.0,LIVEWITHPARENTS,192,577.77,5.0,1.0029,INDIRECT,0.22948,N,Y
6336,Declined,GATEWAY,665,211,Employed,120,3047.0,1429.0,0.0,1429.0,3,TOYOTA,87.0,Y,18790.0,16521.0,0.0,84.0,BUYING,120,196.68,8.0,0.8792,INDIRECT,0.46899,N,N
6337,Declined,GATEWAY,686,206,Employed,3,2100.0,985.0,0.0,985.0,5,HONDA,58803.0,N,12600.0,9519.0,2000.0,72.0,BUYING,15,152.05,5.0,0.7554,INDIRECT,0.46905,N,N
6338,Declined,GATEWAY,644,286,Employed,26,7000.0,192.0,850.0,1042.0,2,CHRYSLER,15.0,Y,35240.0,31139.0,2500.0,75.0,RENT,24,522.13,4.0,0.8836,INDIRECT,0.14886,N,N
