,Location,Vehicle_Year,Miles_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Company,Fuel_Consumption(mpg),Engine(CC),Power(bhp),Price
5050,Chicago,8,34321,CNG,Automatic,Second,5.0,HYUNDAI,48,1197.0,78.9,5560
5051,Orlando,4,42115,Gasoline,Semi-Automatic,First,5.0,CHEVROLET,35,1998.0,163.7,17900
5052,Charlotte,7,31268,CNG,Semi-Automatic,First,5.0,MERCEDES-BENZ,28,1991.0,181.03,43900
5053,Austin,7,27963,Diesel,Automatic,First,5.0,HYUNDAI,28,2359.0,134.0,15800
5054,Atlanta,13,27110,CNG,Semi-Automatic,First,5.0,MERCEDES-BENZ,28,1796.0,186.0,58000
5055,Atlanta,7,27963,Gasoline,Automatic,First,5.0,VOLKSWAGEN,52,1199.0,73.9,6500
5056,Charlotte,6,6525,Diesel,Automatic,First,5.0,HONDA,41,1497.0,117.3,11800
5057,Seattle,3,13540,Gasoline,Automatic,First,5.0,GM,57,1248.0,88.5,19760
5058,Seattle,1,13133,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,81.86,17560
5059,Atlanta,9,55926,Gasoline,Automatic,Second,7.0,CHRYSLER,33,2179.0,138.1,5500
5060,Orlando,6,32035,Gasoline,Automatic,First,5.0,NISSAN,51,1461.0,84.8,11960
5061,Dallas,9,19263,Diesel,Semi-Automatic,First,5.0,BMW,26,2497.0,215.0,62000
5062,Dallas,9,41896,CNG,Automatic,Second,5.0,TOYOTA,34,1798.0,138.0,7100
5063,Orlando,5,37607,Gasoline,Automatic,First,5.0,HYUNDAI,52,1582.0,126.32,12480
5064,Atlanta,11,21128,Gasoline,Automatic,First,5.0,GM,45,1248.0,73.9,4380
5065,San_Francisco,7,42525,Gasoline,Automatic,First,5.0,GM,67,1248.0,73.75,11000
5066,Los_Angeles,6,10564,Diesel,Automatic,First,5.0,GM,57,998.0,67.1,4200
5067,Seattle,9,27146,CNG,Continuously_Variable,First,4.0,JAGUAR,25,5000.0,503.0,101320
5068,Atlanta,8,13671,Gasoline,Semi-Automatic,First,5.0,MERCEDES-BENZ,35,2143.0,170.0,28000
5069,Charlotte,7,49230,Gasoline,Automatic,First,5.0,HYUNDAI,52,1582.0,126.2,11000
5070,Los_Angeles,13,39148,CNG,Automatic,Third,5.0,CHEVROLET,33,1598.0,102.0,2400
5071,San_Francisco,6,38478,CNG,Automatic,First,5.0,GM,48,1197.0,81.8,10600
5072,Chicago,5,52819,Gasoline,Automatic,First,5.0,HYUNDAI,56,1582.0,126.2,12600
5073,Orlando,3,16276,Gasoline,Dual_Clutch,First,5.0,MERCEDES-BENZ,42,2143.0,168.0,80940
5074,Dallas,7,40391,Gasoline,Automatic,First,7.0,TOYOTA,31,2982.0,168.5,32200
5075,Dallas,6,27962,Gasoline,Manual,First,5.0,AUDI,30,1968.0,167.6,50000
5076,Charlotte,12,50525,Gasoline,Semi-Automatic,Second,5.0,BMW,31,1995.0,170.0,15900
5077,Dallas,4,21749,Diesel,Automatic,First,5.0,GM,58,796.0,47.3,5300
5078,Seattle,8,40608,Diesel,Automatic,First,5.0,GM,49,998.0,67.1,5620
5079,San_Francisco,8,49712,CNG,Continuously_Variable,First,5.0,AUDI,37,1798.0,167.62,35000
5080,Charlotte,8,37905,Diesel,Automatic,First,5.0,GM,38,1197.0,85.0,6600
5081,Orlando,1,19771,CNG,Automatic,First,5.0,GM,53,998.0,67.04,10680
5082,San_Francisco,4,25477,Gasoline,Automatic,First,5.0,LEXUS,50,1498.0,103.52,17000
5083,Orlando,10,51331,CNG,Automatic,Second,5.0,HONDA,38,1198.0,90.0,5380
5084,Austin,5,32313,Gasoline,Automatic,First,7.0,TESLA,38,2179.0,140.0,23000
5085,Seattle,9,31268,Diesel,Automatic,First,5.0,GM,44,1197.0,85.8,8120
5086,San_Francisco,4,31070,Gasoline,Continuously_Variable,First,5.0,MERCEDES-BENZ,42,2143.0,201.15,98000
5087,Boston,8,44741,Gasoline,Automatic,First,5.0,LEXUS,48,1598.0,103.5,9200
5088,Dallas,5,39630,Gasoline,Automatic,First,5.0,HYUNDAI,56,1120.0,70.0,7920
5089,Charlotte,5,17482,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,81.86,11200
5090,Atlanta,3,27963,Gasoline,Automatic,First,5.0,CHRYSLER,54,1248.0,74.0,7500
5091,Houston,5,34610,Gasoline,Automatic,First,5.0,HYUNDAI,53,1396.0,88.73,11000
5092,Dallas,8,38527,Gasoline,Automatic,Second,5.0,LEXUS,48,1598.0,103.5,6000
5093,Charlotte,9,29827,Diesel,Automatic,First,5.0,FIAT,38,1368.0,90.0,6000
5094,Los_Angeles,10,56079,Diesel,Automatic,First,5.0,GM,38,1298.0,88.2,5900
5095,San_Francisco,5,50023,Gasoline,Automatic,First,5.0,CHRYSLER,59,1396.0,69.0,4900
5096,Los_Angeles,8,73947,Gasoline,Manual,First,5.0,MERCEDES-BENZ,35,2143.0,170.0,27980
5097,Boston,4,17735,Gasoline,Manual,First,5.0,MERCEDES-BENZ,27,2987.0,254.79,121500
5098,Atlanta,12,28274,Diesel,Automatic,Second,5.0,HYUNDAI,0,1086.0,0.0,2340
5099,Chicago,8,25477,Diesel,Automatic,Second,5.0,HONDA,40,1497.0,116.3,9000
5100,Charlotte,10,36041,Diesel,Automatic,Second,5.0,HYUNDAI,44,1197.0,80.0,5000
5101,Chicago,5,61519,Gasoline,Automatic,First,7.0,TOYOTA,31,2982.0,168.5,41000
5102,Dallas,6,19388,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,82.0,7800
5103,Chicago,11,52819,Gasoline,Automatic,Second,5.0,VOLKSWAGEN,35,1896.0,105.0,7000
5104,San_Francisco,4,37858,Diesel,Semi-Automatic,First,5.0,FORD,37,1499.0,110.4,16600
5105,Chicago,8,27963,Diesel,Automatic,First,5.0,HYUNDAI,50,814.0,55.2,5000
5106,Atlanta,9,27342,CNG,Manual,First,5.0,NISSAN,45,1198.0,75.94,5300
5107,Orlando,4,18974,Diesel,Semi-Automatic,First,5.0,HONDA,45,1199.0,88.7,14840
5108,Orlando,4,28832,Diesel,Automatic,First,5.0,VOLKSWAGEN,39,1198.0,74.0,9260
5109,Atlanta,12,26099,Diesel,Automatic,First,5.0,GM,46,796.0,46.3,2180
5110,Dallas,9,41634,Gasoline,Automatic,First,5.0,HYUNDAI,52,1582.0,126.32,7600
5111,Charlotte,7,36041,Gasoline,Continuously_Variable,First,5.0,MERCEDES-BENZ,24,2148.0,170.0,31500
5112,Seattle,5,16778,CNG,Automatic,First,5.0,CHRYSLER,41,1193.0,88.7,10540
5113,Charlotte,8,24586,CNG,Automatic,Second,5.0,HONDA,43,1198.0,86.8,5500
5114,Chicago,4,9309,Gasoline,Automatic,First,5.0,HONDA,64,1498.0,98.6,14800
5115,Houston,3,11490,Diesel,Dual_Clutch,First,5.0,GM,57,998.0,67.1,7800
5116,Houston,15,55926,CNG,Automatic,Second,5.0,GM,41,993.0,60.0,1400
5117,Los_Angeles,5,73456,Gasoline,Automatic,First,5.0,HYUNDAI,53,1396.0,88.73,11800
5118,Seattle,4,39345,Gasoline,Automatic,First,5.0,GM,53,1598.0,118.0,19160
5119,Dallas,6,26099,Gasoline,Manual,First,5.0,MERCEDES-BENZ,33,2143.0,203.0,49900
5120,Orlando,5,15938,Diesel,Automatic,First,7.0,CHEVROLET,32,1399.0,98.82,8580
5121,Dallas,9,42014,Gasoline,Dual_Clutch,Second,5.0,MERCEDES-BENZ,33,2143.0,203.0,23000
5122,Charlotte,4,20506,Gasoline,Automatic,First,7.0,TESLA,38,2179.0,140.0,19300
5123,Charlotte,5,12428,Diesel,Automatic,First,5.0,HYUNDAI,48,1197.0,78.9,7500
5124,Los_Angeles,13,88860,Diesel,Automatic,Second,5.0,HYUNDAI,33,1341.0,82.9,2200
5125,Seattle,6,73461,Gasoline,Dual_Clutch,First,7.0,AUDI,28,2967.0,241.4,62820
5126,Los_Angeles,8,61519,Gasoline,Automatic,Third,8.0,TESLA,28,2179.0,120.0,12000
5127,Los_Angeles,4,14106,CNG,Automatic,First,5.0,HONDA,44,1199.0,88.7,11100
5128,Houston,3,17399,Gasoline,Automatic,First,7.0,CHRYSLER,33,2179.0,138.1,21820
5129,Atlanta,6,38527,Gasoline,Automatic,First,7.0,TESLA,36,2179.0,140.0,14500
5130,San_Francisco,8,66504,Gasoline,Automatic,First,5.0,VOLKSWAGEN,52,1199.0,73.9,7800
5131,Dallas,8,44170,Gasoline,Automatic,First,5.0,GM,45,1248.0,73.9,7900
5132,Charlotte,7,37284,Gasoline,Manual,First,5.0,AUDI,37,1968.0,174.33,44000
5133,Dallas,6,13485,CNG,Automatic,First,5.0,GM,54,998.0,67.04,6760
5134,Charlotte,9,34798,Diesel,Automatic,First,5.0,HONDA,40,1497.0,116.3,6900
5135,Dallas,4,20164,CNG,Automatic,First,5.0,HYUNDAI,44,1197.0,81.83,11500
5136,Houston,4,7767,Diesel,Automatic,First,5.0,RENAULT,59,799.0,53.3,5500
5137,Orlando,1,12728,Gasoline,Semi-Automatic,First,5.0,MERCEDES-BENZ,42,2143.0,136.0,60600
5138,San_Francisco,6,28460,Gasoline,Automatic,First,5.0,FORD,53,1498.0,89.84,15000
5139,Seattle,5,22023,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,81.83,13740
5140,Boston,5,53688,Gasoline,Automatic,First,7.0,TOYOTA,31,2494.0,100.6,30400
5141,Chicago,8,93210,Gasoline,Automatic,First,5.0,NISSAN,51,1461.0,84.8,7000
5142,San_Francisco,6,55305,Gasoline,Automatic,First,5.0,GM,59,1248.0,74.0,11700
5143,San_Francisco,10,42488,CNG,Automatic,First,5.0,GM,45,998.0,66.1,5000
5144,Los_Angeles,7,32313,Diesel,Automatic,First,5.0,GM,44,1197.0,85.8,7900
5145,Houston,3,24235,Gasoline,Manual,First,5.0,MERCEDES-BENZ,42,2143.0,136.0,54000
5146,Boston,6,42255,CNG,Automatic,Second,7.0,GM,38,1373.0,93.7,13500
5147,Houston,13,44119,Diesel,Automatic,Second,5.0,GM,44,998.0,67.1,3000
5148,San_Francisco,8,44743,Gasoline,Automatic,First,5.0,VOLKSWAGEN,52,1199.0,73.9,7800
5149,San_Francisco,6,84305,Gasoline,Automatic,First,5.0,FORD,53,1498.0,89.84,13100
5150,Orlando,3,40919,Gasoline,Automatic,First,5.0,HONDA,59,1498.0,98.6,18880
5151,Seattle,5,33506,Diesel,Automatic,First,5.0,TOYOTA,34,1798.0,138.03,21540
5152,Austin,6,36041,Gasoline,Automatic,First,7.0,TESLA,36,2179.0,140.0,15000
5153,Atlanta,4,2486,Diesel,Automatic,First,5.0,GM,58,796.0,47.3,6000
5154,Chicago,10,36041,Gasoline,Continuously_Variable,First,5.0,BMW,44,2993.0,265.0,23500
5155,Orlando,4,18538,Diesel,Automatic,First,5.0,HYUNDAI,50,814.0,55.2,6580
5156,Chicago,4,44216,Gasoline,Automatic,First,5.0,GM,63,1248.0,74.0,13000
5157,Dallas,5,40197,Ethanol,Automatic,First,5.0,GM,75,998.0,58.33,7600
5158,San_Francisco,9,33556,Gasoline,Continuously_Variable,First,5.0,AUDI,39,1968.0,147.51,36000
5159,Boston,11,46605,Diesel,Continuously_Variable,Second,5.0,LEXUS,32,1798.0,157.75,9900
5160,Orlando,5,24364,CNG,Automatic,First,5.0,CHRYSLER,41,1193.0,88.7,9040
5161,Atlanta,6,25477,Gasoline,Automatic,First,7.0,OTHERS,40,2149.0,139.07,16000
5162,Seattle,7,24000,CNG,Automatic,First,5.0,HONDA,41,1497.0,117.3,12520
5163,Chicago,4,11185,Diesel,Automatic,First,5.0,NISSAN,40,1498.0,97.7,15000
5164,Dallas,8,32313,Diesel,Automatic,First,0.0,GM,38,0.0,0.0,7300
5165,Charlotte,9,27963,Diesel,Dual_Clutch,First,5.0,VOLKSWAGEN,34,1598.0,103.6,6700
5166,Charlotte,6,30235,Diesel,Continuously_Variable,First,5.0,HYUNDAI,37,1591.0,121.3,11000
5167,Boston,8,49091,Gasoline,Continuously_Variable,First,5.0,HYUNDAI,52,1582.0,126.2,10500
5168,Boston,8,54683,Gasoline,Semi-Automatic,First,5.0,AUDI,39,1968.0,140.0,32500
5169,Dallas,11,57169,CNG,Automatic,First,5.0,GM,36,1586.0,103.3,5400
5170,Chicago,1,5593,Gasoline,Dual_Clutch,First,7.0,FORD,30,2198.0,158.0,65800
5171,Seattle,12,31145,Diesel,Automatic,First,5.0,GM,48,1197.0,83.11,6820
5172,San_Francisco,6,49091,Gasoline,Automatic,First,5.0,HYUNDAI,56,1120.0,70.0,8300
5173,San_Francisco,6,28584,Gasoline,Automatic,Second,5.0,VOLKSWAGEN,47,1498.0,88.8,11800
5174,Los_Angeles,8,62140,Diesel,Manual,First,5.0,MERCEDES-BENZ,24,2496.0,157.7,23000
5175,Atlanta,5,25477,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,81.83,9500
5176,Chicago,5,15535,CNG,Manual,First,5.0,GM,57,998.0,67.1,7000
5177,Los_Angeles,6,44678,Gasoline,Automatic,First,7.0,GM,49,1248.0,88.76,14500
5178,Charlotte,4,4412,Diesel,Manual,First,5.0,GM,54,998.0,67.04,8700
5179,Seattle,2,23719,Diesel,Manual,Second,5.0,RENAULT,53,999.0,67.0,9980
5180,Boston,7,43721,Gasoline,Automatic,First,8.0,TESLA,28,2179.0,120.0,15300
5181,Chicago,9,124280,Gasoline,Automatic,First,7.0,TOYOTA,30,2494.0,102.0,18000
5182,Chicago,3,16759,Gasoline,Automatic,First,5.0,VOLKSWAGEN,52,1199.0,73.9,13800
5183,Chicago,9,35109,Gasoline,Automatic,First,5.0,FORD,47,1399.0,68.0,5800
5184,Atlanta,6,24856,Gasoline,Automatic,First,5.0,NISSAN,48,1461.0,83.8,11500
5185,Atlanta,6,25477,Gasoline,Automatic,First,7.0,OTHERS,40,2200.0,139.01,16000
5186,Orlando,3,32999,Diesel,Dual_Clutch,First,5.0,RENAULT,53,999.0,67.0,8820
5187,Charlotte,7,14292,Gasoline,Automatic,First,5.0,LEXUS,50,1498.0,103.52,9900
5188,San_Francisco,4,50333,Gasoline,Manual,First,7.0,TESLA,38,2179.0,140.0,28800
5189,Chicago,8,50955,Gasoline,Automatic,First,5.0,FORD,47,1399.0,68.05,5900
5190,Seattle,3,42601,Gasoline,Automatic,First,7.0,TESLA,38,2523.0,62.1,16280
5191,San_Francisco,4,21128,Gasoline,Automatic,First,5.0,VOLKSWAGEN,49,1498.0,108.5,16900
5192,Los_Angeles,5,47848,Gasoline,Automatic,First,8.0,TOYOTA,31,2494.0,100.0,25000
5193,Charlotte,8,29827,Gasoline,Automatic,First,7.0,TESLA,36,2179.0,140.0,13000
5194,Seattle,5,17543,Diesel,Automatic,Second,5.0,FORD,37,1499.0,110.0,15440
5195,Chicago,9,68354,Gasoline,Continuously_Variable,First,5.0,VOLKSWAGEN,40,1968.0,138.1,16000
5196,Chicago,11,74568,Gasoline,Automatic,Second,7.0,CHRYSLER,33,2179.0,138.0,6000
5197,Charlotte,7,30449,Gasoline,Manual,First,4.0,BMW,19,2993.0,245.0,58000
5198,Atlanta,6,13671,CNG,Automatic,First,5.0,VOLKSWAGEN,39,1198.0,74.0,8220
5199,Seattle,5,9274,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,82.9,10740
5200,Charlotte,7,46605,Gasoline,Automatic,First,7.0,GM,49,1248.0,88.8,13100
5201,Chicago,5,14292,CNG,Automatic,First,5.0,HONDA,41,1497.0,117.3,14000
5202,Charlotte,6,35420,CNG,Automatic,First,5.0,HONDA,40,1497.0,118.0,10960
5203,Orlando,7,47673,Gasoline,Continuously_Variable,First,5.0,VOLKSWAGEN,40,1968.0,138.03,13020
5204,Los_Angeles,4,85753,Gasoline,Automatic,First,5.0,HONDA,61,1498.0,98.6,10300
5205,San_Francisco,7,86996,Gasoline,Automatic,Second,7.0,TESLA,36,2179.0,140.0,18000
5206,Charlotte,12,68354,Diesel,Dual_Clutch,Second,5.0,TOYOTA,34,1798.0,138.1,5500
5207,Los_Angeles,15,78296,CNG,Automatic,Second,5.0,HYUNDAI,40,1086.0,0.0,2400
5208,Boston,8,45362,Gasoline,Dual_Clutch,First,5.0,BMW,53,1995.0,190.0,25000
5209,Orlando,3,39411,Gasoline,Automatic,First,5.0,FORD,54,1498.0,98.96,15380
5210,Orlando,7,38609,CNG,Automatic,First,5.0,HYUNDAI,44,1197.0,82.85,9140
5211,Charlotte,7,31691,Diesel,Semi-Automatic,First,5.0,HONDA,40,1497.0,118.0,9000
5212,San_Francisco,5,46605,Gasoline,Automatic,First,5.0,GM,55,1248.0,73.94,9800
5213,Atlanta,12,34432,CNG,Automatic,First,5.0,HYUNDAI,47,1086.0,68.05,3300
5214,Charlotte,5,25477,Diesel,Automatic,First,5.0,CHEVROLET,43,1199.0,82.4,6500
5215,Chicago,8,27963,Gasoline,Automatic,First,5.0,HYUNDAI,52,1582.0,126.32,12500
5216,Orlando,2,33134,Diesel,Automatic,First,5.0,HYUNDAI,37,1591.0,121.3,24260
5217,Houston,7,29827,CNG,Automatic,First,5.0,CHEVROLET,43,1199.0,82.4,6500
5218,San_Francisco,7,44741,Gasoline,Semi-Automatic,First,5.0,AUDI,33,1968.0,174.3,58000
5219,Orlando,7,31235,Diesel,Automatic,First,5.0,HONDA,40,1497.0,118.0,11060
5220,San_Francisco,3,13547,CNG,Automatic,First,5.0,FORD,40,1497.0,121.36,17500
5221,Boston,6,27963,Gasoline,Dual_Clutch,Second,7.0,AUDI,28,2967.0,241.4,75800
5222,Dallas,10,38527,Diesel,Automatic,First,5.0,HYUNDAI,48,1197.0,78.9,4800
5223,Chicago,6,25901,CNG,Automatic,First,5.0,HYUNDAI,40,1197.0,80.0,9100
5224,Dallas,9,43071,Diesel,Automatic,Second,5.0,GM,41,1197.0,85.8,5300
5225,Los_Angeles,3,30449,Gasoline,Automatic,Second,5.0,CHRYSLER,59,1396.0,69.0,3200
5226,Seattle,8,25149,Gasoline,Manual,Second,5.0,BMW,38,2993.0,235.0,51440
5227,Austin,7,37284,Gasoline,Automatic,First,5.0,GM,54,1248.0,74.0,8300
5228,Houston,2,622,Diesel,Automatic,First,5.0,FORD,45,1194.0,94.68,14460
5229,Boston,12,23613,Diesel,Automatic,Second,5.0,HYUNDAI,33,1599.0,103.2,5200
5230,Charlotte,12,41012,Gasoline,Manual,Second,5.0,BMW,38,1995.0,181.0,14500
5231,Orlando,3,21066,Gasoline,Automatic,First,8.0,TOYOTA,30,2494.0,102.0,28580
5232,San_Francisco,9,35420,Gasoline,Dual_Clutch,Second,5.0,MERCEDES-BENZ,35,2143.0,204.0,34500
5233,Los_Angeles,7,105638,Gasoline,Automatic,First,5.0,HYUNDAI,53,1582.0,126.2,15000
5234,San_Francisco,6,37284,Gasoline,Automatic,First,5.0,GM,55,1248.0,73.94,8700
5235,Los_Angeles,4,52819,Gasoline,Automatic,First,5.0,GM,57,1248.0,88.5,17800
5236,Atlanta,4,90724,Diesel,Automatic,Second,5.0,HYUNDAI,45,1197.0,82.0,7000
5237,Atlanta,6,34800,Gasoline,Automatic,First,5.0,HONDA,61,1498.0,98.6,12200
5238,Charlotte,4,5315,Diesel,Automatic,First,5.0,RENAULT,59,799.0,53.3,6400
5239,Houston,6,38727,Gasoline,Automatic,First,5.0,TOYOTA,55,1364.0,67.06,9800
5240,Orlando,5,23569,Diesel,Automatic,First,5.0,GM,57,998.0,67.1,7380
5241,Chicago,4,3356,Diesel,Automatic,First,5.0,CHRYSLER,56,1199.0,84.0,7960
5242,Atlanta,7,37284,Gasoline,Automatic,First,5.0,HYUNDAI,52,1396.0,90.0,5900
5243,Orlando,6,34631,Gasoline,Manual,First,5.0,AUDI,39,1968.0,147.51,30420
5244,San_Francisco,5,38527,Gasoline,Automatic,First,5.0,GM,67,1248.0,74.0,12600
5245,Orlando,3,9058,Diesel,Automatic,First,5.0,VOLKSWAGEN,40,1198.0,73.75,13380
5246,Charlotte,3,10564,Diesel,Manual,First,7.0,HONDA,38,1497.0,117.3,19000
5247,Charlotte,11,17399,CNG,Automatic,First,5.0,HYUNDAI,40,1197.0,80.0,5300
5248,Austin,8,36165,Gasoline,Automatic,First,7.0,HYUNDAI,34,2199.0,194.3,15000
5249,Boston,15,32934,Diesel,Automatic,Second,0.0,HONDA,0,0.0,0.0,3700
5250,Orlando,2,7630,Diesel,Semi-Automatic,First,5.0,GM,54,998.0,67.04,11260
5251,Seattle,2,10977,Diesel,Automatic,First,5.0,HYUNDAI,37,1591.0,121.3,23560
5252,San_Francisco,15,124280,Gasoline,Automatic,Second,5.0,CHRYSLER,42,1396.0,52.8,1700
5253,Charlotte,9,34732,Diesel,Automatic,First,5.0,VOLKSWAGEN,35,1598.0,103.6,6700
5254,Orlando,5,37648,Diesel,Automatic,First,5.0,GM,54,998.0,67.04,8220
5255,Austin,5,8389,Gasoline,Manual,First,5.0,MERCEDES-BENZ,42,2143.0,136.0,51020
5256,Houston,3,18642,Diesel,Automatic,First,5.0,GM,53,796.0,47.3,6200
5257,Dallas,2,7457,Gasoline,Manual,First,7.0,FORD,26,3198.0,197.0,67000
5258,Atlanta,3,40391,CNG,Automatic,First,5.0,CHRYSLER,41,1193.0,88.7,9600
5259,Atlanta,6,23613,CNG,Automatic,First,5.0,VOLKSWAGEN,38,1598.0,103.5,6980
5260,Charlotte,8,15535,Diesel,Automatic,Second,7.0,GM,41,1373.0,91.1,10300
5261,Charlotte,9,62140,Gasoline,Dual_Clutch,First,5.0,MERCEDES-BENZ,33,2987.0,224.0,28820
5262,Charlotte,6,8519,Diesel,Automatic,First,5.0,VOLKSWAGEN,38,1199.0,74.0,9500
5263,Houston,5,62140,Gasoline,Continuously_Variable,First,7.0,TOYOTA,30,2982.0,168.5,38000
5264,San_Francisco,3,10564,CNG,Automatic,First,5.0,GM,54,998.0,67.04,9800
5265,Chicago,12,55305,Gasoline,Manual,Second,4.0,BMW,38,1995.0,181.0,12600
5266,Houston,14,62248,CNG,Automatic,Second,5.0,HONDA,40,1497.0,100.0,4800
5267,Los_Angeles,11,60276,Diesel,Automatic,First,5.0,MITSUBISHI,31,1999.0,114.0,6000
5268,Dallas,4,24974,Diesel,Automatic,First,5.0,RENAULT,42,1198.0,74.93,8500
5269,San_Francisco,4,18423,Gasoline,Automatic,First,5.0,VOLKSWAGEN,47,1498.0,88.0,12600
5270,Orlando,2,27117,CNG,Automatic,First,5.0,GM,50,998.0,100.0,16300
5271,Orlando,8,23199,Diesel,Automatic,First,5.0,HYUNDAI,48,1197.0,78.9,6440
5272,Orlando,2,30080,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,81.83,15300
5273,Dallas,9,15535,Diesel,Continuously_Variable,First,2.0,BMW,24,2979.0,306.0,60000
5274,Los_Angeles,10,44989,Diesel,Automatic,Second,5.0,HYUNDAI,48,1197.0,78.9,4600
5275,Dallas,8,11185,CNG,Semi-Automatic,First,4.0,MINI,32,1598.0,181.0,44000
5276,Los_Angeles,8,40495,CNG,Automatic,First,5.0,HONDA,46,1198.0,86.8,6560
5277,Orlando,4,15795,CNG,Automatic,First,5.0,GM,49,1373.0,91.2,14180
5278,Seattle,7,24231,Gasoline,Automatic,First,5.0,GM,45,1248.0,73.9,12920
5279,Chicago,8,37284,Gasoline,Automatic,First,5.0,VOLKSWAGEN,52,1199.0,73.9,8000
5280,Dallas,9,44741,Gasoline,Continuously_Variable,First,5.0,BMW,40,1995.0,184.0,22000
5281,Seattle,4,19310,Gasoline,Dual_Clutch,Second,7.0,AUDI,28,2967.0,241.4,99580
5282,Atlanta,5,2679,Gasoline,Automatic,First,5.0,FORD,61,1498.0,99.0,9600
5283,Boston,3,13049,Gasoline,Continuously_Variable,First,5.0,BMW,51,1995.0,190.0,70000
5284,Boston,9,33556,Gasoline,Dual_Clutch,First,5.0,MERCEDES-BENZ,33,2987.0,224.0,43980
5285,Charlotte,13,31070,Diesel,Automatic,Second,5.0,GM,41,1061.0,64.0,2200
5286,Dallas,2,8078,Diesel,Automatic,First,5.0,GM,50,1197.0,83.1,13200
5287,Los_Angeles,7,45984,CNG,Automatic,First,5.0,GM,52,1197.0,81.8,9000
5288,Los_Angeles,11,46605,Diesel,Automatic,Second,5.0,CHEVROLET,35,1150.0,76.0,2000
5289,Chicago,3,15535,Gasoline,Automatic,First,5.0,VOLKSWAGEN,47,1498.0,88.0,13800
5290,San_Francisco,8,86375,Gasoline,Semi-Automatic,First,5.0,RAM,0,2179.0,115.0,33500
5291,Charlotte,5,32313,Gasoline,Dual_Clutch,First,5.0,AUDI,33,1968.0,174.3,50980
5292,Chicago,5,12428,Gasoline,Manual,First,5.0,AUDI,44,1968.0,187.74,71000
5293,Orlando,2,20297,Gasoline,Automatic,First,5.0,HYUNDAI,56,1186.0,73.97,12560
5294,Dallas,8,47709,Gasoline,Automatic,Second,8.0,TESLA,28,2179.0,120.0,9760
5295,San_Francisco,4,62328,Gasoline,Automatic,First,5.0,CHRYSLER,54,1248.0,74.0,7400
5296,Orlando,5,27337,CNG,Automatic,First,5.0,HYUNDAI,50,814.0,55.2,6900
5297,Orlando,4,44814,Gasoline,Automatic,First,8.0,TESLA,36,2179.0,120.0,20460
5298,Boston,10,51576,CNG,Semi-Automatic,Second,5.0,HONDA,26,2354.0,142.0,13000
5299,Charlotte,4,4675,Diesel,Automatic,First,5.0,VOLKSWAGEN,38,1199.0,74.0,12300
5300,Charlotte,6,21544,Diesel,Automatic,First,7.0,GM,36,1196.0,73.0,5800
5301,Austin,4,18642,Gasoline,Automatic,First,5.0,HYUNDAI,56,1120.0,70.0,11000
5302,Chicago,3,10564,Gasoline,Semi-Automatic,First,7.0,FORD,26,3198.0,197.0,62000
5303,Dallas,5,36825,Gasoline,Automatic,First,5.0,HYUNDAI,56,1186.0,73.97,8500
5304,Orlando,4,40521,Gasoline,Automatic,First,5.0,GM,54,1248.0,74.0,10960
5305,Boston,4,11807,Diesel,Automatic,First,5.0,HYUNDAI,44,1197.0,81.83,14500
5306,San_Francisco,8,31070,Diesel,Automatic,First,5.0,GM,41,1298.0,85.8,6000
5307,San_Francisco,5,29206,Gasoline,Manual,First,5.0,BMW,53,1995.0,190.0,59000
5308,Charlotte,13,46605,Diesel,Automatic,Second,5.0,HONDA,42,1497.0,78.0,2980
5309,Los_Angeles,7,33887,Diesel,Dual_Clutch,First,5.0,HYUNDAI,40,1197.0,78.9,7300
5310,Austin,2,8078,Gasoline,Automatic,First,5.0,FORD,54,1498.0,98.96,21800
5311,Boston,5,30329,Diesel,Automatic,First,5.0,GM,54,998.0,67.04,8600
5312,Los_Angeles,8,39149,Gasoline,Automatic,Second,7.0,GM,49,1248.0,88.76,12220
5313,San_Francisco,5,40249,Gasoline,Automatic,First,8.0,TOYOTA,30,2494.0,102.0,31000
5314,Charlotte,4,21522,Diesel,Automatic,First,5.0,HONDA,42,1497.0,117.3,13800
5315,Boston,8,43027,CNG,Automatic,First,5.0,GM,45,1197.0,85.8,9380
5316,Orlando,9,20688,CNG,Automatic,First,5.0,GM,44,1197.0,85.8,6380
5317,Los_Angeles,8,34177,CNG,Manual,Second,5.0,HYUNDAI,35,1396.0,98.6,7500
5318,Los_Angeles,1,621,Diesel,Automatic,First,5.0,HYUNDAI,40,1197.0,81.86,17200
5319,Chicago,9,49712,Diesel,Automatic,Second,5.0,HONDA,40,1497.0,118.0,7700
5320,Seattle,4,40393,Gasoline,Continuously_Variable,First,5.0,PORSCHE,32,4134.0,382.0,135660
5321,Seattle,1,10298,Diesel,Automatic,First,5.0,HONDA,42,1198.0,86.7,18620
5322,Los_Angeles,12,94846,CNG,Semi-Automatic,First,5.0,HONDA,30,1799.0,130.0,6000
